date,value,series,series_id,category,unit,frequency
2004-08-01,3551,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2004-09-01,3324,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2004-10-01,3545,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2004-11-01,3346,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2004-12-01,2805,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2005-01-01,2277,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2005-02-01,3140,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2005-03-01,3338,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2005-04-01,3699,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2005-05-01,4105,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2005-06-01,5038,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2005-07-01,2722,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2005-08-01,3034,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2005-09-01,3029,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2005-10-01,2984,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2005-11-01,3379,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2005-12-01,2436,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2006-01-01,2348,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2006-02-01,2944,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2006-03-01,3620,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2006-04-01,2514,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2006-05-01,3796,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2006-06-01,3258,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2006-07-01,3592,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2006-08-01,3713,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2006-09-01,3022,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2006-10-01,3234,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2006-11-01,3390,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2006-12-01,2467,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2007-01-01,2135,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2007-02-01,3344,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2007-03-01,3128,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2007-04-01,2886,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2007-05-01,3563,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2007-06-01,3190,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2007-07-01,3614,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2007-08-01,3908,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2007-09-01,3666,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2007-10-01,4408,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2007-11-01,3590,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2007-12-01,2832,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2008-01-01,2811,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2008-02-01,3702,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2008-03-01,3199,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2008-04-01,3373,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2008-05-01,3591,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2008-06-01,3738,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2008-07-01,4041,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2008-08-01,3573,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2008-09-01,3631,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2008-10-01,3779,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2008-11-01,2859,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2008-12-01,2713,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2009-01-01,2430,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2009-02-01,3556,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2009-03-01,3985,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2009-04-01,3274,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2009-05-01,3121,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2009-06-01,4346,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2009-07-01,4919,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2009-08-01,4085,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2009-09-01,4817,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2009-10-01,4788,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2009-11-01,4427,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2009-12-01,4481,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2010-01-01,3339,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2010-02-01,4537,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2010-03-01,5722,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2010-04-01,4792,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2010-05-01,4678,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2010-06-01,5232,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2010-07-01,5914,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2010-08-01,5387,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2010-09-01,5470,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2010-10-01,5313,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2010-11-01,4984,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2010-12-01,4817,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2011-01-01,3766,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2011-02-01,3948,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2011-03-01,5431,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2011-04-01,4565,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2011-05-01,4169,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2011-06-01,4785,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2011-07-01,4500,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2011-08-01,4693,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2011-09-01,4224,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2011-10-01,3405,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2011-11-01,4453,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2011-12-01,3200,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2012-01-01,2651,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2012-02-01,4316,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2012-03-01,3696,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2012-04-01,3548,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2012-05-01,5230,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2012-06-01,5840,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2012-07-01,3736,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2012-08-01,5046,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2012-09-01,5297,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2012-10-01,4171,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2012-11-01,4462,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2012-12-01,3611,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2013-01-01,2835,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2013-02-01,3710,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2013-03-01,3615,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2013-04-01,4263,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2013-05-01,4421,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2013-06-01,3159,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2013-07-01,4663,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2013-08-01,3985,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2013-09-01,4924,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2013-10-01,5549,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2013-11-01,4651,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2013-12-01,3755,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2014-01-01,3591,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2014-02-01,4751,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2014-03-01,4109,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2014-04-01,5484,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2014-05-01,4464,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2014-06-01,4446,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2014-07-01,5114,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2014-08-01,5543,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2014-09-01,4799,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2014-10-01,5863,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2014-11-01,6934,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2014-12-01,5351,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2015-01-01,3777,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2015-02-01,6455,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2015-03-01,6279,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2015-04-01,5832,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2015-05-01,6635,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2015-06-01,4695,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2015-07-01,5882,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2015-08-01,5410,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2015-09-01,6177,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2015-10-01,7280,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2015-11-01,4516,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2015-12-01,5409,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2016-01-01,4267,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2016-02-01,5602,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2016-03-01,5538,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2016-04-01,5969,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2016-05-01,6089,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2016-06-01,5756,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2016-07-01,6919,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2016-08-01,6454,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2016-09-01,5399,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2016-10-01,4551,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2016-11-01,5851,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2016-12-01,6191,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2017-01-01,4335,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2017-02-01,5706,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2017-03-01,5525,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2017-04-01,4361,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2017-05-01,5349,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2017-06-01,5210,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2017-07-01,5538,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2017-08-01,5890,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2017-09-01,5476,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2017-10-01,7060,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2017-11-01,10106,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2017-12-01,5392,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2018-01-01,5686,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2018-02-01,6078,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2018-03-01,6649,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2018-04-01,5781,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2018-05-01,6401,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2018-06-01,5268,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2018-07-01,5320,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2018-08-01,5048,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2018-09-01,5732,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2018-10-01,6277,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2018-11-01,5304,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2018-12-01,3962,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2019-01-01,3543,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2019-02-01,5849,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2019-03-01,5189,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2019-04-01,3718,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2019-05-01,5035,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2019-06-01,4988,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2019-07-01,4173,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2019-08-01,4501,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2019-09-01,4565,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2019-10-01,5149,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2019-11-01,5078,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2019-12-01,6084,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2020-01-01,3537,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2020-02-01,7024,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2020-03-01,5178,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2020-04-01,5411,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2020-05-01,4755,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2020-06-01,4620,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2020-07-01,6006,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2020-08-01,5352,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2020-09-01,6011,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2020-10-01,5332,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2020-11-01,4879,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2020-12-01,4703,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2021-01-01,3492,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2021-02-01,5635,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2021-03-01,7581,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2021-04-01,5804,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2021-05-01,5995,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2021-06-01,6627,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2021-07-01,5919,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2021-08-01,6556,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2021-09-01,5728,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2021-10-01,5380,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
2021-11-01,6188,Total number of dwelling units ;  Victoria ;  Total (Type of Building) ;  Private Sector ;,A422202X,Building Approvals,Number,Month
