source_file,source_table,survey_year,metric,tenure,breakdown_var,breakdown_val,geography,stat_type,quality_measure,quality_value,quality_unit,reliability_flag,reliability_note
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_to_30,owner_mortgage,lower_income_state,Owner with a mortgage,Victoria,lower_income,moe_95,7.2,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_30_to_50,owner_mortgage,lower_income_state,Owner with a mortgage,Victoria,lower_income,moe_95,5.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_50,owner_mortgage,lower_income_state,Owner with a mortgage,Victoria,lower_income,moe_95,7.4,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_total,owner_mortgage,lower_income_state,Owner with a mortgage,Victoria,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_30,owner_mortgage,lower_income_state,Owner with a mortgage,Victoria,lower_income,moe_95,7.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,households_000,owner_mortgage,lower_income_state,Owner with a mortgage,Victoria,lower_income,rse_pct,8,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_weekly_cost,owner_total,lower_income_state,Total owners,Victoria,lower_income,rse_pct,2.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_cost_income_ratio,owner_total,lower_income_state,Total owners,Victoria,lower_income,moe_95,1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_or_less,owner_total,lower_income_state,Total owners,Victoria,lower_income,moe_95,3.7,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_to_30,owner_total,lower_income_state,Total owners,Victoria,lower_income,moe_95,2.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_30_to_50,owner_total,lower_income_state,Total owners,Victoria,lower_income,moe_95,2.3,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_50,owner_total,lower_income_state,Total owners,Victoria,lower_income,moe_95,2.9,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_total,owner_total,lower_income_state,Total owners,Victoria,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_30,owner_total,lower_income_state,Total owners,Victoria,lower_income,moe_95,3.4,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,households_000,owner_total,lower_income_state,Total owners,Victoria,lower_income,rse_pct,3.5,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_weekly_cost,renter_social,lower_income_state,State or territory housing authority,Victoria,lower_income,rse_pct,9.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_cost_income_ratio,renter_social,lower_income_state,State or territory housing authority,Victoria,lower_income,moe_95,0.7,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_or_less,renter_social,lower_income_state,State or territory housing authority,Victoria,lower_income,moe_95,10.9,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_to_30,renter_social,lower_income_state,State or territory housing authority,Victoria,lower_income,moe_95,11.5,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_50,renter_social,lower_income_state,State or territory housing authority,Victoria,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_total,renter_social,lower_income_state,State or territory housing authority,Victoria,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,households_000,renter_social,lower_income_state,State or territory housing authority,Victoria,lower_income,rse_pct,19.2,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_weekly_cost,renter_private,lower_income_state,Private landlord,Victoria,lower_income,rse_pct,2.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_cost_income_ratio,renter_private,lower_income_state,Private landlord,Victoria,lower_income,moe_95,3.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_or_less,renter_private,lower_income_state,Private landlord,Victoria,lower_income,moe_95,11.3,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_to_30,renter_private,lower_income_state,Private landlord,Victoria,lower_income,moe_95,7.5,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_30_to_50,renter_private,lower_income_state,Private landlord,Victoria,lower_income,moe_95,8.2,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_50,renter_private,lower_income_state,Private landlord,Victoria,lower_income,moe_95,7,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_total,renter_private,lower_income_state,Private landlord,Victoria,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_30,renter_private,lower_income_state,Private landlord,Victoria,lower_income,moe_95,9.1,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,households_000,renter_private,lower_income_state,Private landlord,Victoria,lower_income,rse_pct,9,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_weekly_cost,renter_total,lower_income_state,Total renters,Victoria,lower_income,rse_pct,6.2,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,median_cost_income_ratio,renter_total,lower_income_state,Total renters,Victoria,lower_income,moe_95,2.7,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_or_less,renter_total,lower_income_state,Total renters,Victoria,lower_income,moe_95,9,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_25_to_30,renter_total,lower_income_state,Total renters,Victoria,lower_income,moe_95,5.8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_30_to_50,renter_total,lower_income_state,Total renters,Victoria,lower_income,moe_95,6.9,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_50,renter_total,lower_income_state,Total renters,Victoria,lower_income,moe_95,5.7,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_total,renter_total,lower_income_state,Total renters,Victoria,lower_income,moe_95,0,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,pct_over_30,renter_total,lower_income_state,Total renters,Victoria,lower_income,moe_95,8,percentage_points,standard,"95% margin of error for a proportion estimate, in percentage points."
"8. Lower income households, state and territory.xlsx",Table 8.1,2019-20,households_000,renter_total,lower_income_state,Total renters,Victoria,lower_income,rse_pct,7.5,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
