survey_year,value,metric,tenure,breakdown_var,breakdown_val,geography,stat_type
2019-20,36,pct_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Aust.,nhha
2007-08,40.8,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,NSW,nhha
2007-08,34.5,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Vic.,nhha
2007-08,35.5,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Qld,nhha
2007-08,22.2,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,SA,nhha
2007-08,30.1,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,WA,nhha
2007-08,16.8,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Tas.,nhha
2007-08,36.7,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,NT,nhha
2007-08,39.4,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,ACT,nhha
2007-08,35,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Aust.,nhha
2009-10,46.5,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,NSW,nhha
2009-10,39.2,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Vic.,nhha
2009-10,42.4,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Qld,nhha
2009-10,27.4,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,SA,nhha
2009-10,37.7,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,WA,nhha
2009-10,26.1,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Tas.,nhha
2009-10,37.1,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,NT,nhha
2009-10,38.8,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,ACT,nhha
2009-10,40.9,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Aust.,nhha
2011-12,39.7,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,NSW,nhha
2011-12,41.8,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Vic.,nhha
2011-12,43.9,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Qld,nhha
2011-12,30.5,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,SA,nhha
2011-12,38.1,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,WA,nhha
2011-12,30.4,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Tas.,nhha
2011-12,30,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,NT,nhha
2011-12,30.7,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,ACT,nhha
2011-12,39.7,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Aust.,nhha
2013-14,48.2,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,NSW,nhha
2013-14,40,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Vic.,nhha
2013-14,46.9,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Qld,nhha
2013-14,31.8,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,SA,nhha
2013-14,45.5,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,WA,nhha
2013-14,28.8,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Tas.,nhha
2013-14,42.8,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,NT,nhha
2013-14,36.5,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,ACT,nhha
2013-14,43.7,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Aust.,nhha
2015-16,51.8,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,NSW,nhha
2015-16,47,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Vic.,nhha
2015-16,35.8,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Qld,nhha
2015-16,36.9,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,SA,nhha
2015-16,49,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,WA,nhha
2015-16,23.4,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Tas.,nhha
2015-16,40.6,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,NT,nhha
2015-16,35.6,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,ACT,nhha
2015-16,44.3,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Aust.,nhha
2017-18,48.3,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,NSW,nhha
2017-18,43.9,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Vic.,nhha
2017-18,40,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Qld,nhha
2017-18,32.4,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,SA,nhha
2017-18,46.6,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,WA,nhha
2017-18,24.2,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Tas.,nhha
2017-18,41.3,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,NT,nhha
2017-18,42.7,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,ACT,nhha
2017-18,43.1,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Aust.,nhha
2019-20,46.7,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,NSW,nhha
2019-20,42,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Vic.,nhha
2019-20,44.9,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Qld,nhha
2019-20,29.9,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,SA,nhha
2019-20,35.6,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,WA,nhha
2019-20,30.8,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Tas.,nhha
2019-20,32.9,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,NT,nhha
2019-20,27.7,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,ACT,nhha
2019-20,42,pct_rental_stress_over_30,renter_lower_income,nhha_location,Total,Aust.,nhha
2007-08,113039,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,NSW,nhha
2007-08,76552,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,Vic.,nhha
2007-08,29022,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,Qld,nhha
2007-08,20577,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,SA,nhha
2007-08,26904,pct_number_of_lower_income_renter_households_paying_more_than_30%_of_income_on_housing_costs,renter_lower_income,nhha_location,Greater capital city area,WA,nhha
